,County,Hispanic,White,Black,Native,Asian,Pacific,Poverty,ChildPoverty,Professional,Service,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,eff_score,minsPerVote
140,milam,23.800000000000004,64.95714285714284,8.157142857142857,0.12857142857142856,0.4857142857142858,0.0,16.942857142857143,25.557142857142853,30.185714285714287,16.614285714285714,0.18571428571428567,1.0,2.257142857142857,4.957142857142856,25.800000000000004,66.5,22.6,10.314285714285717,0.5714285714285714,8.985714285714286,0.2585684465692546,15.514106794155275
141,mills,15.8,83.5,0.35,0.0,0.05,0.0,15.1,25.85,32.95,14.25,0.0,2.8,0.7,5.0,19.700000000000006,69.2,20.4,10.2,0.2,3.4,0.5217391304347826,31.304347826086957
142,mitchell,34.6,56.75,7.1,0.25,0.3,0.0,12.5,16.3,28.950000000000006,21.5,0.45,0.6000000000000001,0.55,4.05,23.0,62.3,27.75,9.45,0.5,4.85,66.39527248850952,3983.7163493105713
143,montague,9.5,87.64999999999998,0.21666666666666667,0.25,0.3333333333333333,0.0,14.65,21.28333333333333,29.43333333333333,16.3,0.0,2.0666666666666664,0.6333333333333333,6.45,25.05,75.01666666666667,14.066666666666668,10.516666666666666,0.4333333333333333,6.566666666666666,0.2614175678829845,15.685054072979069
144,montgomery,22.961016949152548,68.11186440677965,3.672881355932204,0.30338983050847457,2.2694915254237293,0.013559322033898306,13.032203389830508,18.269491525423728,37.09661016949154,16.73728813559322,1.2254237288135594,1.0627118644067797,1.347457627118644,4.810169491525423,32.50169491525424,79.75254237288135,11.683050847457626,8.455932203389832,0.09491525423728817,6.1627118644067815,2.1949556918882074,131.69734151329243
145,moore,51.45,37.35,2.25,0.375,7.5,0.0,19.4,29.9,20.775,15.35,0.4,1.45,2.025,1.575,16.875,81.7,12.025000000000002,5.95,0.35000000000000003,4.075,0.1461467608228431,8.768805649370586
146,nacogdoches,17.346153846153847,58.969230769230776,20.5,0.3923076923076923,1.553846153846154,0.0,26.415384615384607,31.546153846153842,31.115384615384613,18.884615384615387,0.15384615384615388,4.115384615384616,1.7692307692307692,2.7230769230769236,19.884615384615387,73.56153846153846,18.9,7.40769230769231,0.1,9.153846153846157,0.3749898629470441,22.499391776822648
147,navarro,24.66,59.44,12.96,0.29000000000000004,0.8099999999999999,0.54,21.520000000000003,32.46,25.78,20.19,0.06,1.7900000000000005,1.2599999999999998,3.4,24.63,74.16,17.6,8.07,0.18000000000000002,10.29,0.6711644003215996,40.26986401929598
148,newton,3.5250000000000004,72.9,21.95,0.425,0.45,0.0,11.725,15.55,20.775,23.4,0.0,0.075,3.85,1.125,37.1,78.725,17.35,3.925,0.0,12.625,1.240043057050592,74.40258342303552
149,nolan,34.239999999999995,59.84,4.0600000000000005,0.18,0.34,0.0,20.9,29.14,24.28,24.880000000000006,0.2,2.6,3.12,1.7,16.52,76.3,16.740000000000002,6.68,0.24,7.0200000000000005,0.4055068836045057,24.33041301627034
150,nueces,62.36296296296295,30.47901234567901,4.214814814814817,0.2049382716049383,1.6876543209876542,0.08271604938271605,17.706250000000004,25.77721518987341,27.28395061728395,22.206172839506177,2.0197530864197537,2.508641975308642,2.343209876543209,2.1543209876543212,19.643750000000004,76.87283950617285,16.12345679012345,6.820987654320986,0.191358024691358,7.023456790123457,1.8767251485031475,112.60350891018885
151,ochiltree,44.56666666666667,52.46666666666667,0.2333333333333333,0.8999999999999999,0.6,0.0,12.833333333333336,14.133333333333333,25.43333333333333,19.0,0.0,2.2666666666666666,0.7333333333333334,2.9000000000000004,16.466666666666665,77.0,11.7,10.666666666666666,0.6666666666666666,5.8,0.16561242093156986,9.936745255894191
152,oldham,14.4,72.2,6.1,0.5,0.5,0.0,13.1,17.6,39.2,19.3,0.0,3.9,1.0,5.2,17.6,73.2,20.1,6.7,0.0,7.4,0.6789250353606789,40.735502121640735
153,orange,6.8761904761904775,80.87142857142858,9.047619047619047,0.4428571428571429,0.9190476190476192,0.028571428571428574,15.776190476190473,20.904761904761912,27.91904761904762,16.347619047619045,0.07619047619047617,1.3857142857142857,1.5,1.914285714285714,23.319047619047623,81.63809523809525,13.085714285714285,5.161904761904762,0.10476190476190476,8.795238095238094,1.0338225909380985,62.029355456285906
154,panola,8.299999999999999,76.61666666666666,14.199999999999998,0.0,0.3666666666666667,0.08333333333333333,14.85,21.96666666666667,22.133333333333336,15.983333333333334,0.3833333333333333,0.7333333333333334,0.5166666666666666,2.4833333333333334,27.633333333333336,81.14999999999998,11.35,7.5166666666666675,0.0,5.433333333333333,0.7928257686676428,47.56954612005857
155,parker,11.85263157894737,83.87368421052629,1.7947368421052632,0.5789473684210528,0.6263157894736843,0.036842105263157884,10.831578947368422,15.389473684210525,35.60526315789474,14.994736842105262,0.17368421052631575,1.1263157894736842,1.2421052631578946,3.8736842105263154,32.242105263157896,76.25263157894737,15.557894736842105,8.005263157894738,0.1947368421052632,6.4684210526315775,0.7904733192643956,47.42839915586374
156,parmer,62.15000000000001,35.95,1.6,0.2,0.0,0.05,17.35,27.8,23.8,14.05,1.1,3.3,1.7000000000000002,3.5,15.9,77.8,12.4,9.25,0.55,3.6,0.4703185881274353,28.21911528764612
157,pecos,69.375,26.25,3.275,0.5,0.15,0.05,11.7,12.45,19.35,18.1,0.4,2.325,0.675,1.625,17.924999999999994,68.77499999999999,23.95,6.325,0.925,4.424999999999999,0.31521342575702305,18.91280554542138
158,polk,12.79,73.24000000000002,10.23,1.3,0.64,0.04,17.06,26.69,25.92,21.85,0.4699999999999999,2.59,2.95,4.0699999999999985,27.65,68.99,20.779999999999994,9.88,0.36,9.53,0.7739175738298281,46.43505442978969
159,potter,36.28181818181818,48.06969696969696,9.690909090909091,0.3151515151515152,3.248484848484848,0.17575757575757575,22.75151515151515,30.112121212121213,24.33636363636364,23.7060606060606,1.2696969696969695,1.987878787878788,1.4848484848484849,2.678787878787879,17.966666666666672,80.43333333333334,12.84848484848485,6.5181818181818185,0.20606060606060608,5.639393939393939,0.2793253946872137,16.75952368123282
160,presidio,76.44999999999997,19.55,0.0,0.3,3.65,0.0,20.45,31.4,34.8,26.35,1.6,9.85,3.1,12.4,14.7,55.85,31.25,12.45,0.45,9.75,0.171990171990172,10.31941031941032
161,rains,8.55,85.55000000000003,2.45,0.75,0.6,0.0,11.3,18.45,27.7,15.4,0.0,2.1,1.2999999999999998,3.65,37.3,76.55000000000003,14.7,8.649999999999999,0.05,7.9,0.4006259780907668,24.037558685446008
162,randall,18.90689655172414,74.36206896551724,2.9068965517241385,0.3931034482758621,1.4103448275862072,0.04482758620689655,10.679310344827588,14.527586206896553,36.36896551724137,17.775862068965516,0.4068965517241379,1.2275862068965515,0.7000000000000001,2.717241379310345,18.700000000000006,75.79999999999998,17.206896551724142,6.948275862068965,0.04482758620689655,3.8517241379310345,0.2062715863625483,12.376295181752898
163,reagan,67.0,30.9,1.7,0.0,0.0,0.0,15.5,22.0,20.1,10.3,0.0,2.6,1.2,1.3,16.6,70.0,18.7,11.1,0.2,2.2,0.20790471034109367,12.47428262046562
164,real,20.1,79.5,0.2,0.0,0.0,0.0,16.6,26.6,33.7,24.2,0.0,8.0,6.1,15.7,18.9,61.8,20.5,17.7,0.0,12.0,22.05405405405405,1323.243243243243
165,reeves,74.08,21.4,3.0,0.24,0.6,0.0,19.04,25.520000000000003,23.78,25.559999999999995,0.0,1.6800000000000002,1.54,3.76,17.3,68.05999999999999,27.72,4.22,0.0,7.1,90.24460431654677,5414.676258992806
166,refugio,49.25,42.95,5.9,0.1,0.1,0.0,16.950000000000006,25.4,23.15,24.1,0.0,4.2,1.1,2.4,23.4,75.25,13.95,9.65,1.25,6.65,1.2366134572640937,74.19680743584561
167,roberts,2.8,95.5,0.0,0.1,0.5,0.0,1.5,1.4,40.2,14.9,0.0,1.5,0.0,5.7,18.5,59.1,23.2,17.7,0.0,1.9,0.25263157894736843,15.157894736842106
168,robertson,16.080000000000002,59.54,21.8,0.2,0.36,0.16,19.7,25.48,28.58,18.88,0.0,3.94,0.5,2.88,25.82,70.28,21.8,7.88,0.06,10.560000000000002,0.6101694915254238,36.610169491525426
169,rockwall,16.309090909090912,73.41818181818181,4.8090909090909095,0.2363636363636364,2.5636363636363635,0.13636363636363635,6.1818181818181825,7.290909090909093,45.98181818181818,12.19090909090909,0.490909090909091,0.3909090909090909,1.4272727272727268,5.890909090909092,31.95454545454545,77.30909090909091,15.70909090909091,6.799999999999998,0.19090909090909086,5.581818181818181,0.32125984251968503,19.275590551181104
170,runnels,31.625,65.05,1.4,0.4,1.1749999999999998,0.0,17.900000000000006,21.575,30.8,14.15,0.0,1.525,0.725,4.2,18.925,65.9,19.775,13.875,0.45,3.05,0.3151768392777197,18.910610356663184
171,rusk,15.553846153846154,65.17692307692309,17.03846153846154,0.5538461538461539,0.5923076923076924,0.0,17.03846153846154,24.93076923076923,24.238461538461536,18.323076923076922,0.2846153846153846,1.5769230769230769,0.8846153846153846,4.13076923076923,25.430769230769233,78.94615384615385,13.099999999999996,7.823076923076924,0.14615384615384613,4.538461538461538,0.23018638703283356,13.811183221970014
172,sabine,3.3000000000000003,87.53333333333335,8.200000000000001,0.0,0.1,0.0,27.46666666666667,53.9,27.500000000000004,21.0,0.2,2.066666666666667,1.6,7.866666666666666,31.766666666666666,76.26666666666667,17.099999999999998,6.633333333333333,0.0,13.066666666666665,0.3329907502569373,19.97944501541624
173,schleicher,50.5,49.1,0.1,0.0,0.2,0.0,19.5,29.4,30.8,15.1,0.7,0.3,2.3,6.0,25.2,67.4,23.5,9.1,0.0,4.1,0.3822525597269625,22.935153583617748
174,scurry,39.125,55.425,3.775,0.15,0.3,0.0,9.45,10.825,23.5,19.45,1.275,1.325,0.775,3.075,16.825,78.975,14.3,6.525,0.2,2.725,0.463848365456288,27.83090192737728
175,shackelford,10.8,88.3,0.1,0.0,0.0,0.0,19.1,19.6,31.5,18.0,0.0,2.7,3.6,1.7,16.9,74.0,13.4,12.3,0.3,3.8,0.3950406156477127,23.70243693886276
176,shelby,15.433333333333332,66.76666666666667,16.299999999999994,0.016666666666666666,0.7666666666666666,0.16666666666666666,21.616666666666664,34.05,27.45,16.333333333333332,0.8333333333333334,1.9833333333333332,1.0166666666666668,4.383333333333334,25.95,75.31666666666666,16.533333333333335,7.983333333333333,0.15,7.383333333333334,0.4656503662641061,27.939021975846366
177,smith,19.880000000000006,57.53499999999999,19.7,0.325,1.4474999999999998,0.075,18.6075,25.24,32.55,18.665,0.3425,1.5150000000000003,2.7299999999999995,2.9750000000000005,22.1525,81.43250000000002,12.225,6.2475,0.1225,7.4049999999999985,0.5222496045904292,31.334976275425753
178,somervell,18.25,80.55,0.4,0.15,0.0,0.25,12.4,13.9,35.0,16.4,0.35,0.75,0.25,2.4,25.450000000000006,74.6,18.200000000000006,6.5,0.7,3.75,0.10422582261566728,6.253549356940036
179,starr,98.52666666666666,1.1066666666666665,0.04,0.0,0.10666666666666667,0.0,35.34,43.43333333333333,21.326666666666664,30.566666666666666,0.4733333333333333,4.1866666666666665,1.4533333333333334,4.293333333333334,23.13333333333333,67.10666666666665,23.553333333333335,8.793333333333333,0.56,13.8,0.11597704620960435,6.958622772576261
180,stephens,23.2,72.60000000000002,2.766666666666667,0.6,0.43333333333333335,0.0,21.5,28.83333333333333,28.866666666666664,16.533333333333335,0.9,2.6,2.3,1.6333333333333335,19.066666666666666,71.10000000000002,16.066666666666666,12.866666666666667,0.0,4.233333333333333,0.0955137481910275,5.7308248914616495
181,sterling,45.8,52.5,0.2,0.0,0.0,0.0,16.0,29.9,30.7,13.9,0.0,2.8,2.6,14.3,19.5,64.5,20.9,14.6,0.0,0.3,0.6104046242774567,36.6242774566474
182,stonewall,20.2,75.5,3.7,0.0,0.0,0.0,19.5,30.7,34.9,19.9,0.0,3.7,0.0,2.2,17.9,55.3,29.3,13.6,1.8,6.9,0.050156739811912224,3.0094043887147333
183,sutton,58.8,39.9,0.1,0.0,0.0,0.7,8.4,9.9,25.8,14.6,0.0,1.7,1.0,5.4,16.8,76.5,14.6,8.6,0.3,4.3,0.15502624142107388,9.301574485264434
184,swisher,39.2,51.76666666666667,5.833333333333332,0.3333333333333333,0.5666666666666667,0.0,19.3,28.83333333333333,29.9,14.9,0.0,1.6333333333333335,1.4666666666666666,4.066666666666666,22.366666666666664,78.50000000000001,12.2,9.266666666666667,0.0,6.599999999999999,0.15753597576369605,9.452158545821764
185,tarrant,28.504213483146078,49.39634831460676,15.321348314606748,0.303370786516854,4.346629213483149,0.16966292134831462,16.656179775280894,22.817134831460677,34.130056179775266,16.924999999999983,0.7662921348314609,1.3137640449438197,1.5426966292134825,3.8941011235955054,25.8758426966292,83.175,11.077808988764048,5.634831460674151,0.11095505617977526,7.404775280898873,8.02630975844525,481.57858550671494
186,taylor,26.57297297297297,62.272972972972966,7.378378378378378,0.3675675675675675,1.6324324324324324,0.016216216216216217,21.30810810810811,23.685714285714287,27.635135135135137,22.35405405405405,0.7297297297297298,2.7540540540540546,1.6702702702702703,2.613513513513514,15.386111111111115,75.3837837837838,18.783783783783786,5.648648648648647,0.1972972972972973,7.037837837837839,0.3503037712546314,21.018226275277886
187,terrell,68.0,27.8,1.6,0.8,1.8,0.0,20.2,25.9,20.0,30.6,0.0,5.8,4.1,6.5,18.6,49.4,32.8,16.4,1.4,3.7,0.069164265129683,4.14985590778098
188,terry,52.93333333333334,40.766666666666666,5.0,0.3333333333333333,0.06666666666666668,0.0,16.933333333333334,20.433333333333334,30.2,18.2,0.0,1.3333333333333333,1.1333333333333335,2.333333333333333,19.6,72.36666666666666,18.4,9.066666666666666,0.16666666666666666,6.0,0.2518363064008394,15.110178384050366
189,throckmorton,12.7,84.4,0.2,0.0,0.5,0.0,13.1,21.2,30.5,17.1,0.2,0.0,0.9,9.7,25.6,67.5,16.2,16.3,0.0,2.6,0.4709730171708912,28.25838103025347
190,titus,43.325,42.75,11.9875,0.475,0.5875,0.0,21.225,29.562500000000004,21.3875,14.6875,0.6,1.0625,2.1625,1.9,17.724999999999994,82.425,11.1125,6.4,0.07500000000000001,7.7375,0.8032411484939228,48.19446890963537
191,travis,32.68617511520739,51.70737327188941,7.718433179723502,0.17235023041474665,5.378341013824888,0.06774193548387096,17.39769585253456,23.16744186046511,45.864516129032246,16.99124423963134,3.8188940092165895,2.6170506912442404,3.0350230414746533,7.456682027649769,24.456944444444442,76.11889400921659,15.818433179723511,7.902304147465436,0.16221198156682026,6.067281105990782,1.9040765802937776,114.24459481762665
192,trinity,9.26,79.16,10.38,0.4600000000000001,0.16,0.0,16.68,24.64,23.98,27.4,0.5,2.18,2.1,6.0200000000000005,33.480000000000004,69.12,17.44,12.2,1.22,9.26,1.341953520880657,80.51721125283942
193,tyler,6.6,81.64000000000001,9.5,0.34,0.2,0.0,16.86,22.6,25.04,22.94,0.04,1.52,3.6800000000000006,3.94,33.46,72.32,22.24,5.12,0.36,10.580000000000002,0.7962414166967835,47.77448500180701
194,upshur,7.542857142857143,80.15714285714284,9.642857142857142,0.4428571428571429,0.5571428571428572,0.0,13.528571428571427,19.928571428571427,26.614285714285714,20.057142857142857,0.31428571428571433,1.1571428571428568,0.6714285714285715,3.8428571428571434,26.74285714285714,79.02857142857144,12.628571428571426,8.171428571428573,0.15714285714285714,7.957142857142856,0.4254577157802965,25.527462946817792
195,upton,45.75,49.7,3.75,0.0,0.0,0.0,16.0,16.3,24.450000000000006,16.25,0.0,3.1500000000000004,1.75,3.55,16.95,73.35,19.5,7.2,0.0,4.300000000000002,22.88,1372.8
196,uvalde,68.88,29.26,0.22000000000000006,0.4,1.06,0.04,19.52,28.860000000000007,29.340000000000003,22.76,0.1,1.2,0.8800000000000001,3.5400000000000005,18.9,64.38,25.54,10.080000000000002,0.0,7.840000000000002,0.6235786248748012,37.41471749248807
197,victoria,47.98636363636363,43.15454545454545,6.127272727272726,0.03636363636363637,1.2772727272727271,0.0,18.28181818181818,27.731818181818177,26.59090909090909,18.69090909090909,0.9863636363636364,1.1681818181818182,1.1181818181818177,3.3090909090909086,20.37727272727273,80.23636363636362,11.636363636363635,7.745454545454546,0.3636363636363637,6.549999999999998,1.0978907517577068,65.87344510546241
198,walker,17.68,57.78000000000001,22.17,0.25,1.22,0.01,26.0,30.45,30.71,28.15,0.17,4.48,1.31,3.0700000000000003,25.0,60.78,34.97000000000001,4.1400000000000015,0.13,4.4,0.41457003379647017,24.87420202778821
199,waller,27.500000000000004,43.08333333333334,26.28333333333333,0.18333333333333332,0.7999999999999999,0.0,14.333333333333336,23.62,29.2,20.83333333333333,0.6,10.216666666666667,2.45,5.4833333333333325,32.416666666666664,77.9,16.566666666666666,5.4833333333333325,0.05,8.85,0.4930255223244198,29.58153133946519
200,ward,50.93333333333334,42.333333333333336,5.166666666666667,0.6,0.3,0.0,16.400000000000002,20.233333333333334,20.5,19.566666666666666,0.0,2.8000000000000003,1.6333333333333335,3.266666666666666,21.33333333333333,79.8,14.9,5.0,0.3333333333333333,4.4,0.1840490797546012,11.042944785276072
201,washington,15.483333333333334,63.35,18.4,0.3666666666666667,1.616666666666667,0.13333333333333333,13.85,19.9,29.05,17.366666666666667,0.3,1.7166666666666668,1.4,2.65,20.58333333333333,73.83333333333333,18.233333333333334,7.883333333333333,0.05,4.983333333333333,0.5267234701781565,31.603408210689388
202,wharton,39.22727272727273,43.1,17.218181818181815,0.009090909090909092,0.0818181818181818,0.0,20.80909090909091,31.44545454545455,24.572727272727274,20.890909090909084,0.2454545454545455,1.2818181818181815,1.2454545454545451,3.8363636363636364,22.87272727272727,80.08181818181819,11.199999999999998,8.581818181818182,0.13636363636363638,7.800000000000002,0.2027495517035266,12.164973102211595
203,wichita,20.39722222222222,64.375,10.480555555555558,0.6083333333333332,1.7472222222222222,0.016666666666666666,20.43888888888889,29.04722222222223,28.83888888888889,23.380555555555553,0.6666666666666666,4.138888888888889,1.2111111111111112,2.827777777777777,14.847222222222221,75.99444444444445,18.052777777777774,5.775,0.175,6.841666666666669,0.5528590929774003,33.17154557864402
204,wilbarger,25.975,62.075,9.025,0.4,0.6,0.0,19.3,24.175,27.025,21.425,0.0,2.0,1.5499999999999998,3.45,14.525,68.69999999999999,26.375,4.875,0.05,7.85,0.0707877596165663,4.247265576993978
205,willacy,87.92,10.44,0.9200000000000002,0.08,0.04,0.02,38.36,48.72000000000001,22.72,26.28,0.0,3.06,0.8,2.46,23.5,68.34,22.84,8.74,0.12,10.76,0.2962719117768085,17.77631470660851
206,williamson,23.976404494382013,62.820224719101134,6.047191011235953,0.17415730337078653,4.666292134831462,0.02808988764044944,8.0438202247191,10.679545454545458,43.61348314606741,15.035955056179777,0.6741573033707864,0.9685393258426964,1.521348314606742,6.90674157303371,27.406741573033706,78.45280898876406,15.033707865168534,6.362921348314607,0.15955056179775282,6.024719101123595,1.0046646120161358,60.27987672096815
207,wilson,39.24545454545454,57.73636363636365,1.4727272727272729,0.2,0.2,0.0,11.3,13.6,30.62727272727272,16.972727272727273,0.09090909090909093,1.0545454545454545,0.5727272727272728,5.300000000000002,31.94545454545454,72.47272727272727,19.96363636363636,7.463636363636365,0.1,5.718181818181818,0.3816046966731898,22.89628180039139
208,wise,17.145454545454548,79.35454545454544,1.0909090909090908,0.6727272727272727,0.3545454545454545,0.027272727272727282,11.263636363636365,16.83636363636364,28.44545454545454,15.745454545454548,0.027272727272727282,0.7818181818181817,0.6363636363636365,5.954545454545454,31.94545454545455,77.10000000000002,14.4,8.381818181818183,0.1272727272727273,7.4,0.4527054540228509,27.162327241371052
209,wood,9.19,83.6,4.99,0.5000000000000001,0.6299999999999999,0.0,14.82,20.42,29.75,18.380000000000006,0.29,2.93,1.14,5.64,28.24,75.22999999999998,15.65,8.559999999999999,0.51,8.930000000000003,0.2698572290367987,16.191433742207924
210,yoakum,58.25,39.65,0.45,0.1,0.6,0.0,12.1,14.75,28.6,11.75,0.0,0.55,0.15,1.9,16.6,71.9,18.35,9.65,0.15,7.2,0.03995243757431629,2.397146254458977
211,young,20.5,76.0,1.45,0.475,0.275,0.0,16.4,23.3,28.55,18.075,0.0,0.7250000000000001,1.175,4.825,15.325,73.45,15.849999999999998,10.45,0.275,5.675,0.08340573414422242,5.004344048653345
212,zapata,93.7,6.2666666666666675,0.03333333333333333,0.0,0.0,0.0,36.13333333333333,48.8,16.166666666666668,29.23333333333333,0.3,3.1666666666666665,0.3,2.1333333333333333,19.53333333333333,73.2,18.233333333333327,8.6,0.0,11.933333333333332,0.1549407114624506,9.296442687747035
