,County,CensusTract,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Voters,Workers,Locations,Hours,eff_score
157,pecos,48371950325.0,69.375,26.25,3.275,0.5,0.15,0.05,2688.5,49546.75,14115.25,20846.75,2982.0,11.7,12.450000000000001,19.35,18.1,24.349999999999998,20.425,17.825,81.85000000000001,13.124999999999998,0.4,2.325,0.675,1.625,17.924999999999997,1611.75,68.77499999999999,23.95,6.325,0.925,4.424999999999999,8223,24,9,12,0.315213425757023
158,polk,48373210252.4,12.79,73.24000000000001,10.229999999999999,1.3,0.64,0.04,3428.0,40542.2,8280.8,21836.7,3267.8,17.06,26.689999999999998,25.919999999999998,21.85,22.840000000000003,15.530000000000001,13.88,74.7,15.219999999999999,0.4699999999999999,2.59,2.9499999999999997,4.069999999999999,27.65,1626.7,68.99,20.779999999999994,9.879999999999999,0.36,9.53,36469,112,21,12,0.7739175738298281
159,potter,48375041350.02941,36.28181818181818,48.06969696969696,9.690909090909091,0.3151515151515152,3.248484848484848,0.17575757575757575,2275.529411764706,40198.78787878788,6675.090909090909,20692.18181818182,3384.7272727272725,22.751515151515147,30.112121212121217,24.336363636363636,23.7060606060606,22.781818181818185,12.936363636363634,16.245454545454546,76.37272727272727,16.2030303030303,1.2696969696969695,1.9878787878787878,1.4848484848484849,2.678787878787879,17.96666666666667,1571.1764705882354,80.43333333333334,12.84848484848485,6.5181818181818185,0.20606060606060606,5.639393939393939,55677,81,16,12,0.27932539468721373
160,presidio,48377950150.0,76.44999999999999,19.55,0.0,0.3,3.65,0.0,1856.0,34578.5,11059.5,18054.0,2654.5,20.45,31.4,34.8,26.35,16.049999999999997,16.9,5.9,61.3,11.75,1.6,9.85,3.1,12.4,14.7,1305.0,55.849999999999994,31.25,12.45,0.45,9.75,4884,10,7,12,0.171990171990172
161,rains,48379950150.0,8.55,85.55000000000001,2.45,0.75,0.6,0.0,4276.0,48764.0,6018.5,23299.5,1850.5,11.3,18.45,27.7,15.4,23.0,14.350000000000001,19.5,81.1,11.8,0.0,2.1,1.2999999999999998,3.65,37.3,2234.0,76.55000000000001,14.7,8.649999999999999,0.05,7.9,7668,32,8,12,0.40062597809076683
162,randall,48381021270.86207,18.90689655172414,74.36206896551724,2.9068965517241385,0.3931034482758621,1.4103448275862072,0.04482758620689655,3203.3793103448274,63027.793103448275,10334.206896551725,30878.689655172413,3908.2413793103447,10.679310344827588,14.527586206896551,36.36896551724137,17.775862068965516,27.53793103448276,8.710344827586209,9.606896551724141,85.48965517241379,9.468965517241378,0.4068965517241379,1.2275862068965515,0.7000000000000001,2.717241379310345,18.700000000000003,2250.689655172414,75.79999999999998,17.20689655172414,6.948275862068965,0.04482758620689655,3.8517241379310345,87729,116,13,12,0.2062715863625483
163,reagan,48383950100.0,67.0,30.9,1.7,0.0,0.0,0.0,2064.0,52181.0,8132.0,25238.0,2525.0,15.5,22.0,20.1,10.3,22.5,21.5,25.6,84.0,10.9,0.0,2.6,1.2,1.3,16.6,1778.0,70.0,18.7,11.1,0.2,2.2,1847,8,4,12,0.20790471034109367
164,real,48385950100.0,20.1,79.5,0.2,0.0,0.0,0.0,2640.0,36523.0,5924.0,19549.0,2586.0,16.6,26.6,33.7,24.2,22.0,8.7,11.3,55.4,14.7,0.0,8.0,6.1,15.7,18.9,996.0,61.8,20.5,17.7,0.0,12.0,2590,10,476,12,22.054054054054053
165,reeves,48389950300.0,74.08,21.4,3.0,0.24,0.6,0.0,1643.0,38867.6,12209.0,19063.2,4746.6,19.04,25.520000000000003,23.78,25.559999999999995,20.2,16.34,14.14,83.38000000000001,9.66,0.0,1.6800000000000002,1.54,3.7600000000000002,17.3,953.6,68.05999999999999,27.72,4.22,0.0,7.1,7089,49,1088,12,90.24460431654676
166,refugio,48391950300.0,49.25,42.95,5.8999999999999995,0.1,0.1,0.0,2734.0,44668.5,7440.0,24889.5,3250.0,16.950000000000003,25.4,23.15,24.1,21.0,16.549999999999997,15.15,78.1,14.2,0.0,4.2,1.1,2.4,23.4,1548.0,75.25,13.95,9.65,1.25,6.65,4949,51,10,12,1.2366134572640937
167,roberts,48393950100.0,2.8,95.5,0.0,0.1,0.5,0.0,649.0,63889.0,9057.0,31314.0,4211.0,1.5,1.4,40.2,14.9,23.9,11.8,9.2,70.4,22.4,0.0,1.5,0.0,5.7,18.5,423.0,59.1,23.2,17.7,0.0,1.9,665,7,2,12,0.25263157894736843
168,robertson,48395960300.0,16.080000000000002,59.54,21.8,0.19999999999999998,0.36,0.16,2341.8,43311.0,8697.8,21644.6,3546.2,19.7,25.48,28.580000000000002,18.88,22.52,13.919999999999998,16.080000000000002,81.02000000000001,11.680000000000001,0.0,3.94,0.5,2.88,25.82,1355.2,70.28,21.8,7.88,0.06,10.560000000000002,11505,45,13,12,0.6101694915254238
169,rockwall,48397040347.90909,16.309090909090912,73.41818181818182,4.809090909090909,0.23636363636363636,2.5636363636363635,0.13636363636363635,5224.454545454545,91354.54545454546,9915.727272727272,37114.181818181816,4113.090909090909,6.181818181818183,7.290909090909093,45.981818181818184,12.19090909090909,25.545454545454547,7.981818181818183,8.290909090909091,82.81818181818181,8.990909090909092,0.49090909090909096,0.3909090909090909,1.427272727272727,5.8909090909090915,31.954545454545453,3754.5454545454545,77.30909090909091,15.70909090909091,6.799999999999998,0.19090909090909092,5.581818181818181,63500,100,17,12,0.32125984251968503
170,runnels,48399950350.0,31.625,65.05,1.4,0.4,1.1749999999999998,0.0,1917.0,46089.5,7830.75,22649.5,3783.75,17.900000000000002,21.575,30.8,14.15,22.2,14.649999999999999,18.2,84.55,9.025,0.0,1.5250000000000001,0.725,4.2,18.925,1073.0,65.9,19.775,13.875,0.45,3.05,6701,22,8,12,0.3151768392777197
171,rusk,48401950638.69231,15.553846153846155,65.17692307692309,17.03846153846154,0.5538461538461539,0.5923076923076924,0.0,2967.6153846153848,46212.0,9813.846153846154,22588.69230769231,3561.3846153846152,17.03846153846154,24.93076923076923,24.238461538461536,18.323076923076922,21.0,18.47692307692308,17.97692307692308,84.56153846153848,8.56153846153846,0.2846153846153846,1.5769230769230769,0.8846153846153846,4.13076923076923,25.430769230769233,1632.2307692307693,78.94615384615385,13.099999999999996,7.823076923076924,0.14615384615384613,4.538461538461538,31279,50,12,12,0.23018638703283353
172,sabine,48403950200.0,3.3000000000000003,87.53333333333335,8.200000000000001,0.0,0.09999999999999999,0.0,2749.0,31351.333333333332,5196.333333333333,19955.333333333332,4311.333333333333,27.46666666666667,53.9,27.500000000000004,21.0,17.133333333333333,19.7,14.666666666666666,82.80000000000001,5.466666666666666,0.19999999999999998,2.066666666666667,1.5999999999999999,7.866666666666666,31.766666666666666,960.6666666666666,76.26666666666667,17.099999999999998,6.633333333333333,0.0,13.066666666666665,7784,27,8,12,0.3329907502569373
173,schleicher,48413950300.0,50.5,49.1,0.1,0.0,0.2,0.0,2015.0,55543.0,7548.0,25199.0,3107.0,19.5,29.4,30.8,15.1,17.2,19.5,17.3,74.3,16.4,0.7,0.3,2.3,6.0,25.2,1499.0,67.4,23.5,9.1,0.0,4.1,1758,14,4,12,0.3822525597269625
174,scurry,48415950300.0,39.125,55.425,3.775,0.15,0.3,0.0,3040.5,58787.5,11696.25,25411.0,3911.75,9.45,10.825,23.5,19.45,18.825,24.875,13.325,82.75,10.825,1.2750000000000001,1.325,0.775,3.075,16.825,1842.75,78.975,14.3,6.525,0.2,2.725,9391,33,11,12,0.46384836545628794
175,shackelford,48417950300.0,10.8,88.3,0.1,0.0,0.0,0.0,2514.0,48750.0,6801.0,23826.0,2169.0,19.1,19.6,31.5,18.0,25.6,13.6,11.3,78.4,13.7,0.0,2.7,3.6,1.7,16.9,1502.0,74.0,13.4,12.3,0.3,3.8,2339,11,7,12,0.3950406156477127
176,shelby,48419950350.0,15.433333333333332,66.76666666666667,16.299999999999997,0.016666666666666666,0.7666666666666666,0.16666666666666666,2784.6666666666665,39103.0,7410.5,21538.833333333332,3459.0,21.616666666666664,34.05,27.45,16.333333333333332,17.816666666666666,22.53333333333333,15.800000000000002,77.18333333333334,14.616666666666665,0.8333333333333334,1.9833333333333334,1.0166666666666668,4.383333333333334,25.95,1693.6666666666667,75.31666666666666,16.533333333333335,7.983333333333334,0.15,7.383333333333334,15153,42,14,12,0.4656503662641061
177,smith,48423025268.14634,19.880000000000006,57.53499999999999,19.7,0.325,1.4474999999999998,0.075,3694.0,47337.225,8271.5,24682.1,3645.75,18.6075,25.240000000000002,32.55,18.664999999999996,23.289999999999996,11.77,13.714999999999998,82.20750000000002,10.225,0.3425,1.5150000000000003,2.7299999999999995,2.9750000000000005,22.152499999999996,2337.5853658536585,81.43250000000002,12.225,6.2475,0.12250000000000001,7.4049999999999985,135935,174,34,12,0.5222496045904292
178,somervell,48425000150.0,18.25,80.55,0.4,0.15,0.0,0.25,3144.5,48181.0,8316.5,26756.0,3823.5,12.4,13.9,35.0,16.4,22.85,13.65,12.1,86.80000000000001,9.45,0.35,0.75,0.25,2.4,25.450000000000003,1939.0,74.6,18.200000000000003,6.5,0.7,3.75,5987,13,4,12,0.10422582261566728
179,starr,48427950303.066666,98.52666666666666,1.1066666666666665,0.04,0.0,0.10666666666666667,0.0,1848.0,27782.6,7639.933333333333,12628.0,2481.9333333333334,35.339999999999996,43.43333333333333,21.326666666666664,30.566666666666663,18.040000000000003,17.60666666666667,12.466666666666665,69.32666666666667,20.273333333333333,0.47333333333333333,4.1866666666666665,1.4533333333333334,4.293333333333334,23.133333333333333,1400.4,67.10666666666665,23.553333333333338,8.793333333333333,0.56,13.799999999999999,33110,32,10,12,0.11597704620960435
180,stephens,48429950333.333336,23.2,72.60000000000001,2.766666666666667,0.6,0.43333333333333335,0.0,2291.0,44569.666666666664,7819.666666666667,21666.0,3163.3333333333335,21.5,28.833333333333332,28.866666666666664,16.533333333333335,22.433333333333334,16.866666666666664,15.300000000000002,79.06666666666666,13.5,0.9,2.6,2.3,1.6333333333333335,19.066666666666666,1268.3333333333333,71.10000000000001,16.066666666666666,12.866666666666667,0.0,4.233333333333333,5528,11,4,12,0.0955137481910275
181,sterling,48431950100.0,45.8,52.5,0.2,0.0,0.0,0.0,883.0,53456.0,10963.0,21386.0,3906.0,16.0,29.9,30.7,13.9,25.2,21.4,8.7,73.4,6.8,0.0,2.8,2.6,14.3,19.5,583.0,64.5,20.9,14.6,0.0,0.3,865,11,4,12,0.6104046242774567
182,stonewall,48433950300.0,20.2,75.5,3.7,0.0,0.0,0.0,1000.0,42155.0,8544.0,22416.0,4015.0,19.5,30.7,34.9,19.9,15.4,15.0,14.8,81.0,13.1,0.0,3.7,0.0,2.2,17.9,553.0,55.3,29.3,13.6,1.8,6.9,957,4,1,12,0.050156739811912224
183,sutton,48435950300.0,58.8,39.9,0.1,0.0,0.0,0.7,2506.0,51667.0,6212.0,25650.0,2686.0,8.4,9.9,25.8,14.6,14.5,26.8,18.3,79.2,12.7,0.0,1.7,1.0,5.4,16.8,1771.0,76.5,14.6,8.6,0.3,4.3,2477,8,4,12,0.15502624142107388
184,swisher,48437950300.0,39.199999999999996,51.76666666666667,5.833333333333333,0.3333333333333333,0.5666666666666667,0.0,1791.0,42504.0,6804.333333333333,19072.333333333332,3237.6666666666665,19.3,28.833333333333332,29.900000000000002,14.9,18.766666666666666,16.5,19.966666666666665,81.16666666666667,11.766666666666666,0.0,1.6333333333333335,1.4666666666666666,4.066666666666666,22.366666666666664,928.0,78.50000000000001,12.200000000000001,9.266666666666667,0.0,6.599999999999999,3961,13,4,12,0.15753597576369605
185,tarrant,48439113204.38375,28.504213483146078,49.396348314606755,15.321348314606748,0.303370786516854,4.346629213483148,0.16966292134831462,3415.6022408963586,61033.52247191011,8912.106741573034,28598.426966292136,3842.766853932584,16.656179775280897,22.817134831460674,34.130056179775266,16.924999999999986,25.190168539325835,9.882022471910108,13.867977528089895,81.97415730337079,10.507865168539325,0.7662921348314609,1.3137640449438195,1.5426966292134823,3.8941011235955063,25.875842696629196,2590.3109243697477,83.175,11.077808988764046,5.6348314606741505,0.11095505617977526,7.404775280898872,1134484,2245,338,12,8.02630975844525
186,taylor,48441037455.52631,26.57297297297297,62.27297297297297,7.378378378378378,0.36756756756756753,1.6324324324324324,0.016216216216216217,2577.7368421052633,45129.65714285714,8135.885714285714,21958.324324324323,3374.027027027027,21.30810810810811,23.685714285714287,27.635135135135137,22.354054054054053,24.054054054054053,12.975675675675676,12.997297297297298,78.02972972972974,14.202702702702705,0.7297297297297298,2.7540540540540546,1.6702702702702705,2.613513513513514,15.386111111111113,1597.578947368421,75.3837837837838,18.783783783783782,5.648648648648647,0.1972972972972973,7.037837837837839,80159,117,20,12,0.3503037712546314
187,terrell,48443950100.0,68.0,27.8,1.6,0.8,1.8,0.0,677.0,31111.0,8353.0,27062.0,3927.0,20.2,25.9,20.0,30.6,23.9,14.9,10.6,80.5,3.1,0.0,5.8,4.1,6.5,18.6,415.0,49.4,32.8,16.4,1.4,3.7,694,4,1,12,0.069164265129683
188,terry,48445950266.666664,52.93333333333334,40.766666666666666,5.0,0.3333333333333333,0.06666666666666667,0.0,2896.6666666666665,41194.666666666664,5894.0,20150.0,4408.666666666667,16.933333333333334,20.433333333333334,30.2,18.2,16.366666666666664,19.666666666666668,15.533333333333333,77.43333333333334,17.766666666666666,0.0,1.3333333333333333,1.1333333333333335,2.3333333333333335,19.6,1589.0,72.36666666666666,18.400000000000002,9.066666666666666,0.16666666666666666,6.0,6671,20,7,12,0.2518363064008394
189,throckmorton,48447950300.0,12.7,84.4,0.2,0.0,0.5,0.0,1207.0,41042.0,6334.0,28305.0,4555.0,13.1,21.2,30.5,17.1,23.2,15.7,13.6,83.0,6.2,0.2,0.0,0.9,9.7,25.6,686.0,67.5,16.2,16.3,0.0,2.6,1223,12,4,12,0.47097301717089124
190,titus,48449950450.0,43.324999999999996,42.75,11.9875,0.47500000000000003,0.5875,0.0,2354.25,43099.625,9089.375,18255.5,2486.875,21.225,29.562500000000004,21.3875,14.6875,21.5875,12.575,29.7625,82.0875,12.1875,0.6,1.0625,2.1625,1.9000000000000001,17.724999999999998,1733.375,82.425,11.112499999999999,6.3999999999999995,0.07500000000000001,7.7375,17031,60,19,12,0.8032411484939228
191,travis,48453006242.31193,32.68617511520739,51.70737327188941,7.718433179723503,0.17235023041474665,5.378341013824887,0.06774193548387096,3368.6009174311926,66877.99069767442,10479.595348837209,36125.829493087556,5057.460829493088,17.39769585253456,23.167441860465107,45.864516129032246,16.99124423963134,22.05990783410139,8.387096774193553,6.699999999999999,73.03133640552998,10.042396313364057,3.8188940092165895,2.6170506912442404,3.0350230414746533,7.45668202764977,24.45694444444444,2750.4449541284403,76.11889400921659,15.81843317972351,7.902304147465436,0.16221198156682023,6.067281105990781,787670,874,143,12,1.9040765802937778
192,trinity,48455950300.0,9.26,79.16,10.38,0.4600000000000001,0.16,0.0,2228.0,33574.4,6325.4,19901.8,3587.8,16.68,24.639999999999997,23.98,27.4,24.12,11.660000000000002,12.819999999999999,77.55999999999999,11.620000000000001,0.5,2.18,2.1,6.0200000000000005,33.480000000000004,984.4,69.12,17.44,12.2,1.22,9.26,11446,64,20,12,1.341953520880657
193,tyler,48457950300.0,6.6,81.64000000000001,9.5,0.34,0.2,0.0,3387.2,42529.2,9618.2,21475.6,2810.2,16.86,22.599999999999998,25.04,22.939999999999998,21.880000000000003,16.46,13.660000000000002,77.7,13.080000000000002,0.04,1.52,3.6800000000000006,3.94,33.46,1446.0,72.32,22.240000000000002,5.12,0.36,10.580000000000002,13835,54,17,12,0.7962414166967835
194,upshur,48459950400.0,7.542857142857143,80.15714285714284,9.642857142857142,0.4428571428571429,0.5571428571428572,0.0,4192.714285714285,47577.28571428572,8125.0,22801.285714285714,2914.8571428571427,13.528571428571427,19.928571428571427,26.61428571428571,20.057142857142857,22.071428571428573,13.928571428571429,17.3,83.84285714285714,10.185714285714285,0.31428571428571433,1.157142857142857,0.6714285714285715,3.8428571428571425,26.74285714285714,2407.0,79.02857142857144,12.628571428571428,8.171428571428573,0.15714285714285717,7.957142857142856,27528,61,16,12,0.42545771578029645
195,upton,48461950150.0,45.75,49.7,3.75,0.0,0.0,0.0,1050.5,47699.0,8470.5,24239.0,4085.5,16.0,16.3,24.450000000000003,16.25,18.5,21.4,19.45,78.75,12.850000000000001,0.0,3.1500000000000004,1.75,3.55,16.95,663.0,73.35,19.5,7.2,0.0,4.300000000000001,2175,11,377,12,22.88
196,uvalde,48463950300.0,68.88,29.26,0.22000000000000003,0.4,1.06,0.04,3466.6,41166.8,9371.8,18150.4,2828.8,19.52,28.860000000000003,29.340000000000003,22.759999999999998,19.66,17.14,11.080000000000002,81.8,12.44,0.1,1.2,0.8800000000000001,3.5400000000000005,18.9,2160.2,64.38,25.54,10.080000000000002,0.0,7.840000000000001,16973,63,14,12,0.6235786248748012
197,victoria,48469043501.565216,47.98636363636363,43.15454545454545,6.127272727272726,0.03636363636363637,1.2772727272727273,0.0,2753.0434782608695,51479.72727272727,8841.045454545454,25448.68181818182,4102.409090909091,18.281818181818185,27.731818181818177,26.59090909090909,18.69090909090909,25.40909090909091,14.872727272727275,14.44090909090909,79.82727272727271,13.6,0.9863636363636364,1.1681818181818182,1.118181818181818,3.309090909090909,20.37727272727273,1804.9130434782608,80.23636363636363,11.636363636363637,7.745454545454546,0.36363636363636365,6.549999999999998,55470,145,35,12,1.0978907517577068
198,walker,48471790380.6,17.68,57.78000000000001,22.169999999999998,0.25,1.22,0.01,5507.9,40652.1,8570.2,16921.5,3321.6,26.0,30.45,30.709999999999997,28.15,24.14,7.7299999999999995,9.290000000000003,80.83999999999999,10.129999999999999,0.17,4.4799999999999995,1.31,3.0700000000000003,25.0,2261.2,60.779999999999994,34.970000000000006,4.140000000000001,0.13,4.4,31956,69,16,12,0.41457003379647017
199,waller,48473680350.0,27.500000000000004,43.083333333333336,26.28333333333333,0.18333333333333335,0.7999999999999999,0.0,5124.5,55570.6,9604.6,22945.166666666668,2851.3333333333335,14.333333333333334,23.619999999999997,29.2,20.833333333333332,27.7,12.133333333333333,10.166666666666666,71.91666666666667,9.316666666666666,0.6,10.216666666666667,2.4499999999999997,5.483333333333333,32.416666666666664,3354.5,77.9,16.566666666666666,5.483333333333333,0.049999999999999996,8.85,32834,71,19,12,0.4930255223244198
200,ward,48475950200.0,50.93333333333334,42.333333333333336,5.166666666666667,0.6,0.3,0.0,2547.3333333333335,50207.333333333336,10165.0,23807.666666666668,2904.0,16.400000000000002,20.233333333333334,20.5,19.566666666666666,21.766666666666666,21.600000000000005,16.5,82.03333333333333,10.299999999999999,0.0,2.8000000000000003,1.6333333333333335,3.266666666666666,21.333333333333332,1553.6666666666667,79.8,14.9,5.0,0.3333333333333333,4.3999999999999995,6520,20,5,12,0.18404907975460122
201,washington,48477170350.0,15.483333333333334,63.349999999999994,18.4,0.3666666666666667,1.616666666666667,0.13333333333333333,4255.0,50458.833333333336,8737.333333333334,24537.833333333332,4555.5,13.85,19.900000000000002,29.05,17.366666666666667,23.433333333333337,12.733333333333334,17.366666666666664,83.31666666666668,10.616666666666665,0.3,1.7166666666666668,1.4000000000000001,2.65,20.583333333333332,2396.6666666666665,73.83333333333333,18.233333333333334,7.883333333333333,0.049999999999999996,4.983333333333333,23238,68,15,12,0.5267234701781565
202,wharton,48481740600.0,39.22727272727273,43.099999999999994,17.218181818181815,0.009090909090909092,0.0818181818181818,0.0,2526.5454545454545,41980.72727272727,9802.454545454546,20324.81818181818,3083.090909090909,20.80909090909091,31.445454545454552,24.572727272727274,20.890909090909087,19.754545454545454,18.172727272727276,16.636363636363637,80.31818181818181,13.090909090909092,0.24545454545454548,1.2818181818181817,1.2454545454545451,3.836363636363636,22.87272727272727,1689.4545454545455,80.08181818181818,11.199999999999998,8.581818181818182,0.13636363636363638,7.8000000000000025,25095,53,8,12,0.2027495517035266
203,wichita,48485038224.432434,20.39722222222222,64.375,10.480555555555558,0.6083333333333332,1.7472222222222222,0.016666666666666666,2632.7837837837837,44210.666666666664,6591.25,21908.5,3460.75,20.43888888888889,29.047222222222235,28.83888888888889,23.380555555555553,23.95555555555556,10.008333333333336,13.80833333333333,81.47222222222223,9.694444444444441,0.6666666666666666,4.138888888888889,1.2111111111111112,2.8277777777777775,14.84722222222222,1487.918918918919,75.99444444444445,18.052777777777774,5.775,0.175,6.841666666666669,79116,135,27,12,0.5528590929774003
204,wilbarger,48487950525.0,25.975,62.075,9.025,0.4,0.6,0.0,2413.25,41614.25,5641.0,20074.75,2401.0,19.3,24.175,27.025000000000002,21.424999999999997,20.675,16.15,14.7,79.15,13.874999999999998,0.0,2.0,1.5499999999999998,3.4499999999999997,14.524999999999999,1494.25,68.69999999999999,26.375,4.875,0.05,7.85,8137,12,4,12,0.0707877596165663
205,willacy,48489957083.333336,87.92,10.440000000000001,0.9200000000000002,0.08,0.04,0.02,2300.3333333333335,27251.6,7444.8,12106.2,1948.8,38.36,48.720000000000006,22.72,26.28,20.32,17.4,13.319999999999999,88.08000000000001,5.62,0.0,3.0599999999999996,0.8,2.46,23.5,894.1666666666666,68.34,22.839999999999996,8.74,0.12,10.76,12151,30,10,12,0.2962719117768085
206,williamson,48491020626.17978,23.976404494382017,62.82022471910113,6.047191011235954,0.17415730337078653,4.666292134831462,0.028089887640449437,3558.85393258427,74829.20224719102,9988.0,31770.123595505618,3925.2359550561796,8.0438202247191,10.679545454545455,43.613483146067416,15.035955056179775,24.797752808988765,8.257303370786515,8.30112359550562,80.37752808988766,9.556179775280894,0.6741573033707864,0.9685393258426965,1.521348314606742,6.906741573033709,27.406741573033706,2622.674157303371,78.45280898876406,15.033707865168532,6.362921348314607,0.15955056179775282,6.024719101123595,336148,477,59,12,1.0046646120161358
207,wilson,48493000301.90909,39.24545454545454,57.73636363636365,1.4727272727272727,0.2,0.2,0.0,3006.818181818182,67363.18181818182,9181.454545454546,27911.090909090908,3896.181818181818,11.299999999999999,13.600000000000001,30.62727272727272,16.972727272727273,24.318181818181817,15.472727272727274,12.572727272727274,81.2090909090909,11.781818181818181,0.09090909090909091,1.0545454545454545,0.5727272727272728,5.300000000000001,31.94545454545454,1865.5454545454545,72.47272727272727,19.963636363636365,7.463636363636365,0.1,5.718181818181818,32704,65,16,12,0.3816046966731898
208,wise,48497150383.181816,17.145454545454548,79.35454545454546,1.0909090909090908,0.6727272727272727,0.35454545454545455,0.02727272727272728,3922.2727272727275,58960.09090909091,11523.727272727272,27581.454545454544,3730.5454545454545,11.263636363636364,16.83636363636364,28.44545454545454,15.745454545454548,24.472727272727276,14.281818181818181,17.063636363636366,81.48181818181818,11.127272727272727,0.02727272727272728,0.7818181818181817,0.6363636363636365,5.954545454545454,31.94545454545455,2468.5454545454545,77.10000000000001,14.399999999999999,8.381818181818183,0.1272727272727273,7.4,41749,75,21,12,0.45270545402285084
209,wood,48499950450.6,9.19,83.6,4.99,0.5000000000000001,0.6299999999999999,0.0,3329.4,44648.9,7786.2,24167.3,3752.4,14.819999999999999,20.419999999999998,29.75,18.380000000000003,23.44,13.190000000000003,15.229999999999999,79.80000000000001,10.240000000000002,0.29,2.9299999999999997,1.1400000000000001,5.64,28.240000000000002,1586.8,75.22999999999999,15.65,8.559999999999999,0.51,8.930000000000001,29838,61,11,12,0.2698572290367987
210,yoakum,48501950150.0,58.25,39.65,0.45,0.1,0.6,0.0,2043.5,56363.5,12710.0,23568.5,3846.5,12.100000000000001,14.75,28.599999999999998,11.75,14.8,30.6,14.25,80.45,16.950000000000003,0.0,0.55,0.15,1.9,16.6,1773.0,71.9,18.35,9.65,0.15,7.2,4205,7,2,12,0.03995243757431629
211,young,48503950425.0,20.5,76.0,1.45,0.47500000000000003,0.275,0.0,3281.25,45304.25,8551.75,24673.5,4314.75,16.4,23.299999999999997,28.55,18.075,22.225,16.925,14.225,82.225,11.100000000000001,0.0,0.7250000000000001,1.175,4.825,15.325000000000001,2072.0,73.45,15.849999999999998,10.450000000000001,0.275,5.675,11510,16,5,12,0.08340573414422242
212,zapata,48505950334.333336,93.7,6.266666666666667,0.03333333333333333,0.0,0.0,0.0,2174.3333333333335,32770.333333333336,8755.0,17110.333333333332,3464.6666666666665,36.13333333333333,48.800000000000004,16.166666666666668,29.233333333333334,16.4,20.633333333333336,17.566666666666666,74.89999999999999,19.2,0.3,3.1666666666666665,0.3,2.1333333333333333,19.533333333333335,1728.0,73.2,18.23333333333333,8.6,0.0,11.933333333333332,7590,14,7,12,0.1549407114624506
